input,class
the internet speed is spectacular,2
i v spent as much for shipping as i would to buy a new netbook of course a different brand,1
not to mention the battery life is absolutely amazing,2
runs smooth and quick,1
i regret buying it before understanding how awful it is to use,0
pc never worked right even after bios fixed,0
i ve owned this labtop for less then two months already the mouse button has broke,0
it has easy to use features and all the speed and power i could ask for,2
comes with imovie,1
iphoto is probably the best program i have ever worked with easy and convenient,2
taking it back to best buy i found that a tiny plastic piece inside had broken manuf issue,0
it s priced very reasonable and works very well right out of the box,2
long story but after many calls to various offices i was told that no one can override the depot and that managers do nt take phone calls or emails,0
the reflectiveness of the display is only a minor inconvenience if you work in a controlledlighting environment like me i prefer it dark or if you can crank up the brightness,1
the os is also very user friendly even for those that switch from a pc with a little practice you can take full advantage of this os,2
called tech support and got the usual acer we do nt support software but for we can help you i explained there was no software involved in booting,1
they sent out a sony certified technician,1
one night i turned the freaking thing off after using it the next day i turn it on no gui screen all dark power light steady hard drive light steady and not flashing as it usually does,0
i have found it very easy to use very imformative wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs,2
tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again,1
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen,0
i now realize that my 900 would have been better spent on a windows laptop,1
we carry the netbook around here and there hence it s kinda of irritating when the lcd just slide downwards,0
the mouse is way way way to sensitve,1
the computer was shipped to their repair depot on june 24 and returned on july 2 seems like a short turn around time except the computer was not repaired when it was returned,1
the motherboard is dead,0
the casing of the power cord fried and shocked my husband when he pulled it out of the socket,0
a great feature is the spotlight search one can search for documents by simply typing a keyword rather than parsing tens of file folders for a document,2
also kinda loud when the fan was running,1
but the biggest pain is that tech support is not available 247,0
the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you,2
sony parts reliability and quality of service is recenlty the worst,0
the backlit keys are wonderful when you are working in the dark,2
it was not clear that the microsoft student edition that was loaded on the computer was a six month trial,1
the neat and organized icon list is a welcome change from cluttered and confusing desktop icons,2
i bought it for my mom and she reports that the battery life lasts all day for her it s very lightweight and the response for the computing she s doing internet focused activity mail research etc is excellent,2
i also purchased office max s max assurance with the no lemon clause,1
so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good,0
purchased for development purposes but it has turned into my everyday laptop as well for surfing email etc,2
granted it s still a very new laptop but in comparison to my previous laptops and desktops my mac boots up noticeably quicker,2
but to be honest the compatibility issues and the other little quirks make me think i ll buy a pc next time,1
one more tip please purchase this model and get a 4gb stick of ram to save you 10,1
the best thing to do is build your own computer but if u ca nt company s like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple 2000 systems and if you google dell coupons you can find codes that take a signifant amount off the price,2
and the screen on this thing is absolutely amazing for high quality videos and movies and gaming,2
there is no number pad to the right of the keyboard which is a bummer,0
another included program that is laughable is the chess game,0
it has good speed and plenty of hard drive space,2
the only thing i can imagine is that sony jumped on early specifications for vista requirements from microsoft and designed it to those inadequate requirements,1
amazing quality,2
cords coming out the right for power plus cords coming out front for headphones mic plus network connection on left make for a very messy setup with cords going every direction,0
the computer itself was fast ran smoothly and had no problems,2
its white color is stylish for college students and easy to take to carry and take to classes,2
to be honest i think it was faulty equipment or something but idk,0
the dv4 boasted a faster processor more memory and a bigger hard drive than my old computer plus a better quality web cam nicer screen and many other features,2
speaking of the browser it too has problems,0
the driver updates do nt fix the issue very frustrating,0
the apple will run internet explorer but at an amazingly slow rate,1
the computer was two weeks late in delivery because hp forgot to complete the required import paperwork,0
after replacing the hard drive the battery stopped working 3 months of use which was frustrating,0
wasted me at least 8 hours of installation time,0
the screen is huge and coloful but no led backlighting,1
then after paying for it to be examined i was told it was same problem cited on website but i d have to pay anyways since it was past warrenty,0
you can even run a parallels type program easily and run any leftover pc software that you absolutely can not be without,2
peformance is good for the price,2
not too much junk software to remove,0
the i5 blows my desktop out of the water when it comes to rendering videos,0
still under warrenty so called toshiba no help at all,0
it s so nice to look at and the keys are easy to type with,2
but guess what you have to buy an external dvd drive it does nt have a built in type the notebook ca nt be used because it does nt read anything for an external drive,1
mine came at 1700 wo a dvd burner,1
unfortunately apple s quality has continued to slide,0
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running,0
i took 34 years researching brands and prices of laptops,1
but sitting on a lap or on a desk in front of you it looks more than big enough this could be because im used to my lenovo 10 tablet now plus this is a great size if i want to unplug the external keyboard mouse and monitor to take it with me when i take photos and video,2
i love this program it is superior to windows movie maker,2
everything is so easy to use mac software is just so much simpler than microsoft software,2
i feel that it was poorly put together because once in a while different plastic pieces would come off of it,0
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it,1
i have found also it is very easy to be able to access wireless internet access,2
the layout of the macbook is horrible and confusing,0
this is my second one and the same problem bad video card unreliable overall this will be my second time returning this laptop back to best buy,0
there is no cd drive on the computer which defeats the purpose of keeping files on a cd,0
the touchpad is very intuitive so much so that i never want to use buttons to click again,2
connecting to my wireless router via builtin wireless took no time at all,2
i am first time mac buyer and am amazed at features and ease of use the mac offers,2
i love my apple it is quick and easy to use,2
you can find many laptops with the same performance and even better with lower price but you can not find the look easy applications and the experience in mac,2
i thought the price was great for the specs,2
everything about this computer is easy to use,2
in all honesty if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop then do not buy this computer,0
keyboard is reasonable size,2
after way too many times sending the thing in for repairs delivery service was slow and without the laptop i had no access to the internet and thus no way of tracking it to find out when i might hope to see my computer again it finally kicked the bucket after just over 2 years,0
was very much worth the price i paid,2
your cursor will end up all over the freaking place it s not uncommon for me to accidentally delete words sentences paragraphs because of this mousepad,0
the extended warranty for the 4000 and up computers was the only one available for purchase on the drop drown menu,1
also i issued a replacement rma for a few dead pixels in the upper zone of the screen which is noticable to me,0
acer has set me up with free recovery discs when they are available since i asked,1
the toshiba laptop i am using is easier to use than most i have tried,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,2
i was happy with my purchase of a toshiba satellite l305ds5934 laptop until it came time to have it repaired under the toshiba warranty,2
i especially like the keyboard which has chiclet type keys,2
have not yet needed any customer support with this yet so to me that is a great thing which is leaps and bounds ahead of pc in my opinion,2
i dual boot with linux and that other securityprone os and it performs flawlessly,2
so the fact that the computer does not work on the 24 twenty fourth day is my fault,0
it was heavy bulky and hard to carry because of the size,0
good keyboard long battery life largest hard drive and windows 7,2
hard disk the new editions gives you more hard disk space 500gb instead of 320gb but time has taught me never to trust an internal hard disk,0
the first problem is that the keyboard function is simply unsatisfactory,0
great product by apple with the new great looking design,2
the body is a bit cheaply made so it will be interesting to see how long it holds up,1
my husband uses it mostly for games email and music,1
it was truly a great computer costing less than one thousand bucks before tax,2
i propose that i can just swap the hard drives,1
the repairs were made quickly though i must say however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me,1
i have been very pleased with the performance of this laptop,2
i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat,0
this laptop looks great on the surface 17 inch screen good pricepoint nice appearance boots up quickly runs fast etc,2
it weighed like seven pounds or something like that,1
it gives me the power and speed that i need to run all the programs i use to edit,2
they say it could be the motherboard again but dell,1
it has a 10 hour battery life when you re doing web browsing and word editing making it perfect for the classroom or office and in terms of gaming and movie playing it ll have a battery life of just over 5 hours,2
this laptop meets every expectation and windows 7 is great,2
this wiped out several programs that were installed on the computer when it was bought,0
wonderful features,2
it is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on pc s,2
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard,2
the graphics and screen are stunning and although i was a pc person i was able to understand how to use a mac fairly quickly,2
if a website ever freezes which is rare its really easy to force quit,0
fast great visual,2
ive had to call tech support many times,0
the speakers on it are useless too,0
first of all they had no record of me having the 3 year warranty i d paid almost 400 for and i had to call in spend hours on their online chat service and fax in multiple documents,0
i looked around and based off my price features comparison from a brand i trusted i landed here,1
from the build quality to the performance everything about it has been subpar from what i would have expected from apple,0
they said that my computer was covered on an extended warranty and that products with extended warranties are taken care of through third parties and not sony itself anymore,1
i was told by many that it was a great computer but we got one of these and it worked great for one year and as soon as the warrenty was up then it got really bad,0
it had most of the features and all of the power that i wanted to replace my desktop machine,2
the keyboard is like no other laptop keyboard,2
the mouse buttons are hard to push,0
the only downfall is the battery only last 1520 hrs when not plugged in,0
there are several programs for school or office use pages numbers keynote etc music garageband photo management photo booth iphoto videoediting or moviemaking imovie etc,1
typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on,0
however the multitouch gestures and large tracking area make having an external mouse unnecessary unless you re gaming,1
love this laptop wonderful price for what you get,2
but now i have realized its a problem with this brand,0
the reality was it heated up very quickly and took way too long to do simple things like opening my documents folder,0
i got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer,1
the only drawback for me is how dirty the screen gets and rather quickly too,0
hp said it was out of warranty,1
i had to pay for the shipping,0
i ca nt say enough of how satisfied i am with their product and help aftermarket,2
the abuse is that i pushed the power plug in too hard,0
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff,1
i especially like the backlit keyboard,2
this is the first time that i tried and owning a netbook although i have used 3 different laptops in the past 10 years i find not much difference except of course for the screen size,1
4 laptop still did not work blue screen within a week,0
the leather carrying case keyboard and mouse arrived in two days from memphis warehouse,1
after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish i broke down and spent another 100 to get microsoft word for mac,0
i propose that they can just swap the hard drives,1
i run windows via bootcamp for the couple programs i do not want to buy a mac version of like my cad programs,0
first you ll discover that the word processing program known as appleworks rarely translates perfectly on anyone else s computer if it translates at all,0
also the display is exceptional,2
i bought it from hsn because it was bundled with extra software but as it turns out that software just crashes it more often,0
externally the keys on my keyboard are falling off after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit and the screen has a terrible glare,0
disappointing for such a lovely screen and at a reasonable price,0
the track pad to me is what really stands out though you can do several different things with it just depending on how many fingers you use on the track pad awesome thinking apple,2
he loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started,2
i had to adjust my mousepad sensitivity because it is very sensitive,0
a longer battery life would have been great but it meets it s spec quite easily,2
in addition there is photo detection software that will allow you to group all the photos together based upon the people in the picture,1
i actually had the hard drive replaced twice the mother board once the dvd drive twice then they finally agreed to replace it all of this in less than 1 12 years,1
the screen graphics and clarity and sharpness are great,2
we figure that after everything his pc actually ended up costing 350 more than my original mac,0
i should have checked this before i installed my applications,0
programs would crash all the time and it turned out to be a very unstable unreliable laptop for me,0
i like those programs better than office and you can save your files to be completely compatible with the office programs as well,2
the screen brightness automatically adjusts,1
it was secure and easy to navigate,2
design very durable,2
it s fast it s easy easy easy to set up easy to hook to my wireless network,2
it s graphics are nt bad at all for the lower end of the macbook pro spectrum easily capable of running starcraft ii and other games with comparable graphics,2
the store honored their warrenty and made the comment that they do nt even recommend the hp brand because of the problems with their warrentys,1
the screen is a little glary and i hated the clicking buttons but i got used to them,0
this computer does nt do that well with certain games it ca nt play some and it becomes too hot while playing games,0
also the battery is completely shot,0
i have only had pcs with windows before so this takes a little getting use to,1
after a little more than a year of owning my macbook pro the monitor has completely died,0
it is light and the battery last a very long time,2
the powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary,2
i reloaded with windows 7 ultimate and the bluetooth and fingerprint reader software would not load,0
the graphics were awful and the warranty is nt even worth the cheap payment on the computer,0
apparently there is a manufacturing defect something with the amount of thermal paste,0
later it held zero charge and its replacement worked for less than three months,2
the key bindings take a little getting used to but have loved the macbook pro,2
the mouse is a little bit different than what you re used to though it has one big flat panel and one full bar instead of two separate ones to click with but you get used to it quite quickly,1
i was originally concerned that i could nt view work i had done in college on my mac because of the pc formatting but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs,2
also it is very good for college students who just need a reliable easy to use computer,2
the difference is the toshiba had a lot more memory and hard drive space,1
one drawback i noticed was sound quality via usb,0
i also purchased iwork to go with it which has programs for word processing spreadsheets and presentations similar to microsoft office,1
there are no gold key numbers too intall programs you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time,0
love the graphics awesome programs including garageband and really cool default background,2
came fully loaded good,2
it was super easy to set up and is really easy to get used to,2
no complaints with their desktop and maybe because it just sits on your desktop and you do nt carry it around which could jar the hard drive or the motherboard,1
yes i thought the expese was a little much but i now realize you get what you pay for,0
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase,1
dell s customer disservice is an insult to it s customers who pay good money for shoddy products,0
the display is beyond horrible,0
it was still working but there was nothing on the screen,1
i agree with the previous comment that asus tech support is horrible which is a con in my opinion,0
it discharges too quickly,0
this is a great little computer for the price,2
keyboard is plastic and spongey feeling,0
being a pc user my whole life it s taking a bit of time to adapt to the os of a mac but i m finding my way around,1
skype is just so dang cool with this machine too,2
u can do what u want in just few seconds even to start up your computer takes few seconds,2
i also love the small convenient size of my laptop making it a perfect tool for my academic studies,2
from the getgo the m6809 was unsteady in its operation,1
i am not much of a computer techie so i can understand some of the internal problems though i do have trend micro as an antiviral program,1
i love windows 7 which is a vast improvment over vista,2
my main reason to convert was the imovie program,1
the battery never held a charge longer than one hour and within two months stopped holding a charge for more than ten minutes,0
the ac power port becomes loose over time,1
the speed difference is next to nothing for a mac and the hard drive can be manually upgraded or you could just buy a 60 500gb external hard drive,1
mac also has many apps and programs that are quite cheap or free,2
info windows failed to load because the kernal is missing or corrupt,0
it has just enough ram to run smoothly and enough memory to satisfy my needs,2
great wifi too,2
high price tag however,1
it had the full sized touch pad with 2 buttons instead of just one,1
the service tech said he had tried to duplicate the damage and was nt able to recreate it therefore it had to be their defect,0
this is a review of windows vista system,1
all the programs are easy and straight forward on my macbook pro it is clean and organized which i always strive to be myself,2
i would like to have volume buttons rather than the adjustment that is on the front,1
when i first got it i thought the size of it was a joke,1
three the mac book has advantages over pcs with linux based os there is very few problems with system performance when it comes to a mac,2
the dvd drive randomly pops open when it is in my backpack as well which is annoying,0
the touch pad is fine again it s a real touch pad,2
features such as the dashboard allows you to view frequently used tools like a calculator weather forecast movie times calendar computer post its etc,2
while lacking some of the functions of the other versions this was very acceptable for the uses planned for this computer,2
but you must get the 15 inch,1
the screen resolution was exactly what i was looking for,2
in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they expedited the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed by a senior tech,1
i will stack it up against laptops that cost twice as much any day,0
it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops,2
even though it is running snow leopard 24 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel,1
the best thing about this laptop is the price along with some of the newer features,2
looks nice but has a horribly cheap feel,0
the battery life is amazingly long at 7hrs and 5hrs if you use it,2
it seemed to be a very nice laptop except i was not able to load my garmin gps software or microsoft office 2003,2
this laptop is a great price and has a sleek look,2
in the shop these macbooks are encased in a soft rubber enclosure so you will never know about the razor edge until you buy it get it home break the seal and use it very clever con,2
i bought this lap top and the charge time dose nt last as long as they say it will more like 2 hours,1
screen is crystal clear and the system is very responsive,2
the computer is currently in west verginia doe to the method of shipping choosen by toshiba,1
i was loving this netbook because it had an amazing screen and display and was small and light but after 1 week it stopped openning web pages for me even after installing new browsers then eventually it just started giving me a blue screen and crashing everytime i booted it,2
the 2 gb of ram is plenty able to run windows 7 and at least 2 or 3 other programs with next to no slowdown,2
i had 3 months when the ports started going out,1
4 ram slots 2 hdd bays 16gb ram support no wireless issues at least for me,1
there is a small red circle next to it with a x in the middle and when i click on it it says consider replacing your battery and it does not hold full charge,0
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states,0
overall this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from,2
but i needed a laptop for school use,1
summary they played games with me for the warranty period,1
it was loaded with windows vista home premium delivered with only 1gb of ram and it was a dog,1
i like how the mac os is so simple and easy to use,2
i could nt believe how long the battery lasted on a single charge,2
reason why it s because when you buy it you know first thing that you will not lose any value for that laptop the price will stay the same for the next year and even if apple does decides to change mode your laptop value will only drop 1020 unlike pc laptops which drop more than 80,1
they had to replace the motherboard in april,1
upon giving them the serial number the first thing i was told was that it was out of warranty and i could pay to have it repaired,1
i know there are way better laptops out there for the same price and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls,0
the macbook is also made better my computer has never got a virus and the laptop runs just as fast as the first day i bought it,2
good monitor and performed well,2
sure it has the one touch keys but that was the best feature of the computer,2
and printing from either word processor is an adventure,1
keyboard was also very nice and had a solid feel,2
it has far exceeded my expectations for power storage and abilitiy,0
we researched and found the best price at macconnection,2
i run dreamweaver final cut pro 7 photoshop safari firefox msn messenger and a few other applications constantly at the same time,1
good for every day computing and web browsing,2
3 weeks went by and the computer keeps crashing and will not open any applications,0
now for the hardware problems,0
i love the keyboard,2
seems to slow down occassionally but can run many applications ie internet tabs programs etc simultaneously,1
again i sent it back and they replaced the motherboard and some fan inside,1
you will need them if you want to reload the os i recommend doing if you can to start fresh and optimal,2
although the price is higher then dell laptops the macbooks are worth the dough,2
i do nt use my laptop in a way though that needs a long battery life so it s perfect for me,2
a second problem involves the battery which is advertised as having a storage life of 11 hours but when fully charged shows only 7 hours of service,0
the apple care has never failed me and i expect it to be the same for this computer as well,2
i made a photo book as a gift on my computer pushed buy and it drew from my itunes account and sent the book to my house the book was of perfect qualityexactly how i had created it and looked better than i had even imagined,2
i was also able to install and use my photoshop and aftereffects programs easily,2
i had purchased it from a major electronics store and took it to their service department to find out what the problem was,0
i work in film editing and post production so i need a laptop that not only has power but memory and speed as well,2
they are by far the easiest systems to actually learn about computers with,2
the unibody construction is solid sleek and beautiful,2
although i do believe that windows operating system may be to fault for some of the problems,0
and at one point they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop i bought the memory stick they recomended,0
unless you want to be inconvenienced with a non working power supply which you ca nt find a replacement for because they made the attachment so small,0
it caught a virus that completely wiped out my hard drive in a matter of hours,0
in addition all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations,2
the only problem is a lack of screen resolutions,0
in due course i ll remove the hard disc from this new macbook pro and dump it where it belongs in the trash,0
for some odd reasons the computer does nt reconize the operation system,0
it has a lot of memory and a great battery life,2
none of the techs at hp knew what they were doing,0
in 5 months the connect quality got worse and worse,0
the graphics on this computer are also stellar very clear and vivid,2
compared to similarly spec d pcs this machine is good value well built and works easily right out of the box,2
not using wired lan not sure what thats about,0
more times that not the screen pops up saying i have a bad internet connection or the page ca nt be displayed,0
the software is amazing,2
also you may need to charge it once a day if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it,2
the screen almost looked like a barcode when it froze,1
i m tired of the inept service,0
the mousepad is a huge pain in the arse,0
when i am next to my router on my hp i get full service on my eee pc i get 3 bars,1
i had read online that some users were having sound problems,0
the flaws are this computer is not for computer gamers because of the os x,0
beta had better quality but vhs became the industry standard,1
next most acer laptop fans are on the bottom which is right on your laptop,1
i also did not like the loud noises it made or how the bottom of the computer would get really hot,0
i will never complain about the price since i believe you get what you pay for and my macbook pro was worth every dollar,2
apparently under the screen there are 2 little screws and when the screen gets moved back and forth they come loose,1
you ca nt even get a satellite card which is why i bought to begin with,1
when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed,0
has a 56 hour battery life,1
this system came loaded with windows 7 starter,1
it was slow locked up and also had hardware replaced after only 2 months,0
the keyboard is too slick,0
i was nt a big fan of the netbooks but this one was very well designed,2
my last computer a toshiba cost only 400 and worked like a charm for many years,2
my niece and nephew have played a few web games and it runs anything that does nt require a dedicated video card,2
obviously one of the most important features of any computer is the human interface,2
setting would change for some reason the screen size would change on it s own like the pixel sizes and whatnot,1
the features are great the only thing it needs is better speakers,2
i bought this laptop because of the performance to price ratio,2
take your time and go through the tutorials patiently,1
and that probably explains why i ve already had my sata controller go bad within a year of buying it,0
it is easy to use and lightweight,2
with what i do know how to do the computer works beautiful,2
theres also idvd a program dedicated to putting all your favorite media together photos recordings video projects into one program so that you can create the perfect memoir for your parents family siblings and any other person important in your life that there may be,2
how toshiba handles the repair seems to vary some folks indicate that they were charged for even an intial fix others had the repair done 5 times,1
thus when you carry it at a slanted angle the screen will topple or slide down if you understand what i mean,1
i even got my teenage son one because of the features that it offers like ichat photobooth garage band and more,2
i ordered through macmall which saved me the sales tax i would have incurred buying locally,1
the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it but i like the big screen on it,2
when i called sony the customer service was great,2
then hp sends it back to me with the hardware screwed up not able to connect,0
if you ever see the spinning beachball come up when you think it should nt check the activity monitor app to see if the disk throughput has temporarily dropped to zero,1
sells for the same as a netbook without sacrificing size,1
the laptop preformed pretty well,2
great laptop for school easy to use for beginners in the household,2
this purchase opened me to the world of macbooks and i am impressed with the intuition of the design the beauty of the product and the excellent technological advances associated with it,2
i loaded windows 7 via bootcamp and it works flawlessly,2
the overall build quality of the unit is excellent and she d recommend it to anyone else looking for a netbook,2
comfterbale to use light easy to transport,1
true quality at a great price,2
i am forever changed and will no longer buy a windows based machine for personal use,0
i hate the display screen and i have done everything i could do the change it,0
when battery life went to 4 hours or less took it to the machouse amsterdam for repair 26th of august,1
i love to write and play with graphics and html programming and my new toshiba works great on both,2
this just keeps having it s hard drive replaced,0
my laptop now has no battery,0
spent 2 hours on phone with hp technical support,1
sound card is limited though,1
only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor such as works for windows but iwork is cheap compared to office,1
keyboard is great but primary and secondary control buttons could be more durable,2
features like the font are very blocklike and old school,0
mostly i love the drag and drop feature,2
it is a real touchpad not the toy i saw in other brands,1
the only problems are the sound isnt very loud i have to wear headphones,0
the sound is a bit quiet if you re on a plane this can easily be overcome with a decent pair of head phones,2
i connect a lacie 2big external drive via the firewire 800 interface which is useful for time machine,2
for the not so good i got the stock screen which is very glossy,1
i guess he was the technical person,1
sometimes the screen even goes black on this computer,0
but the screen size is not that bad for email and web browsing,2
the much lauded combined touch pad and clicker is a nightmare,1
laptops are usually used on the go so why not give you a better battery,1
the only thing that can be updated is the video other than that you re all set,1
we also use paralles so we can run virtual machines of windows xp professional windows 7 home premium windows server enterprise 2003 and windows server 2008 enterprise,1
i was disappointed when i realized that the keyboard does nt light up on this model,0
ease of use is just one of the benefits i love about my mac,2
strengths well shaped weaknesses a bad videocard,1
i never had this kind of quality issue with dell not to say dell is that great not with a brand new laptop,0
with windows laptops a wireless mouse is an absolute must,2
it did nt come with any software installed outside of windows media but for the price i was very pleased with the condition and the overall product,2
it pretty much does everything we could ever need and looks great to boot,2
keyboard is great very quiet for all the typing that i do,2
it is good to know that i can mobilize without having to worry about the battery life,2
now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one so back it went to get the correct drive,0
i m still within the one year warranty but the repair depot has deemed that this time it was caused by physical abuse and is not covered,0
strong performance in this device makes use of fun and a strong sense of the era of speed this device serves all modern requirements is a very strong game and is very useful for designers,2
with the upgraded memory the macbook pro never has an issue running many many applications at once,2
the battery life was shorter than expected,0
even though i had the receipt in front of me proving it still had 2 months left on the warranty,1
i also got the added bonus of a 30 hd monitor which really helps to extend my screen and keep my eyes fresh,2
the touchpad is extremely sensitive which is the only drawback,0
it takes me approximately 3 tries to get to each site then after closing the browser and reopening it it actually works,2
2 months later the battery went,1
it is short on space and downloads always had problems being completed or were said to be corrupted,0
since i keyboard over 100 wpm i look for a unit that has a comfortble keyboard no keys sticking or lagging strange configuration of extra key etc,1
after much effort and 10 days asus replaced itthe wifi is very weak,0
i bought this laptop and found its tab is not functioning,0
the screen is very large and crystal clear with amazing colors and resolution,2
because we did not purchase the extended warranty in time we are on the hook for the repair,0
after numerous calls to applecare tech support i was directed to send in my computer,1
i was sorly disapointed to discover that hp what i thought was a reputable company would nt honor the warrenty when the fan blade fell apart,0
the ati graphics card is a huge plus definitely a good value if you need to be able to run some slightly older games that a intel builtin card would have trouble with such as halflife 2 or even world of warcraft,2
the people there just changed for me on the spot and i got a new arm piece and they did nt even request for a receipt,1
not to mention it has shit gigs,0
also the speakers are not very loud but it is a netbook,1
it is easy to use fast and has great graphics for the money,2
many of my classmates computers hard drives crashed,0
quality display i was surprised with the performance and quality of this hp laptop,2
the only bad part is the size weight,0
additional caveat the base installation comes with some toshibaspecific software that may or may not be to a user s liking,1
os x is solid with lots of innovations such as quicklook which save heaps of time,2
most everything is fine with this machine speed capacity build,2
i ve have nt had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off,0
i personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers,2
with notes saying they replaced the hard drive,1
took several hours with customer support before i could even start the pc out of the box,0
some features arent friendly volume wheel sound quality etc,0
second hdd cover has walls inside that need to be broken if you what to install one,0
the amd turin processor seems to always perform so much better than intel,2
it is always reliable never bugged and responds well,2
the mac snow leopard os is extremely easy to use although very different than win xp visa or win7,2
its also fun to use,2
its not just slow on the internet its slow in general,0
i thought the white mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing,0
the program came with the computer and works beautifully,2
no temporary replacement they are out of replacements because many computers had problems with the nvidia chipset inquired status of repair,0
support has been lackluster and now i just want a refund,0
so i took it back to the apple store and they narcissist genius bar staff fixed it by resetting the fan at boot up,2
i used to build my own desktops from the component parts and recently my 7 year old pentium 4 with ht 1 gb ram sata desktop stopped working this was a rock star 7 years ago,1
enjoy that toshib force and durability unparalleled,2
it had a seventeen inch screen which i wanted but i did nt realize at the time it would be such a monster,1
i bought a cordless mouse for it but do nt always take it out,1
my toshiba did not have sound on everything just certain things,1
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,2
the keyboard has a wonderful nature feel,2
it is very easy to type on and feels great besides the added feature that the keyboard is lighted,2
the price is great for this model i only plan on using it for media in the entertainment room,2
it did not have all the features i expected it to have,0
how does the power supply not work,0
it s super fast and a great value for the price,2
another issue i have with it is the battery,0
all i will say now is that it was over two grand less expensive and so much better quality than my hunk of crap vaio,1
still testing the battery life as i thought it would be better but am very happy with the upgrade,2
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program,2
microsoft word was not on it andi had to buy it seperately,0
my laptop cost approximately 2300 and died after only 2years 10months and 18days of use,0
the ibook backup also uses a firewire connection,1
i also purchased applecare for 300 which is a three year extended warranty since i ve never seen any laptop that lasted more than two,2
it is very easy for anyone to use an apple and specially the mcbook pro notebook,2
i took it in to the apple store and guess what they fixed it no cost out of pocket,2
the capabilities using that program alone made me want a mac,2
sure the initial out of pocket expense is greater but that should not dissuade anyone from the fact that these machines run like none other on the planet and when i factor in all the money in that i wasted on geek squad and the latest patches to decorrupt my infested pcs it probably comes out about even anyhow,0
you can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever,1
the only thing i do nt understand is that the resolution of the screen is nt high enough for some pages such as yahoo mail,0
the fact that the screen reacts to the lighting around you is an added luxury when you are working around others in dark areas and want privacy or do nt want to bother them with bright lighting it is very convenient to have a darker softer lit screen,2
it s so bad that i m thinking i only got half a battery or something,0
on my powerbook g4 i would never use the trackpad i would use an external mouse because i did nt like the trackpad,0
i use my mac all the time i love the software the way it takes a short time to load things how easy it is to use and most of all how you do nt have to worry about viruses,2
this computer will last you at least 7 years thats an amazing life spanned an electronic,2
although its windows vista compared to windows xp sucks,0
the screen is nice and the images comes very clear the keyboard and the fit just feels right,2
great laptop that offers many great features,2
i had a usb connect but i ca nt use it because it is not compatible,0
microsoft seems to be unable to keep up with repairs for the multitude of windows problems,0
the shop will definitely push the problem to the service center,0
the computer runs extremely slowly whether opening word or my computer,0
the toshiba satellite has been more than i expected for the price,1
now my monitor has been acting up for about 2 months,0
